organism_tidy_name,join,ref_seq,organism_name.x,ncbi_taxonomy.x,gtdb_taxonomy.x,gtdb_representative_of_species.x,gtdb_type_material.x,genome_representation,check_m_completeness.x,check_m_contamination.x,gc_percentage.x,genome_size.x,contig_count,country,date,isolation_source,spanned_gaps,unspanned_gaps,assembly_level,protein_count,gen_bank_assembly_id_accession_version,accession_number,regional_loaction,geographic_feature,environment_detail,tempurature,lat_long,temp_estimate,temp_cat,gyrA,nusA,infC,infA,otsA,dnaK,recA,dnaJ,aceF,deaD,infB,tig,rnr,dnaA,hupB,rbfA,yfiA,pnp,csp,aceE,desA,PsaB,cya_PsbA,PsaA,cya_PsaC,PsbB,PsbC,PsbO,bac_PsbA,D2_PsbD,PsaD,PsaE,bac_PsaC
Synechococcus_sp_WH_8101,_004209775.1_,GCF_004209775.1,Synechococcus sp. WH 8101,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp004209775,TRUE,not type material,NA,100,0.82,63.33536353,2630292,NA,NA,1981-12-31/1980-12-31,NA,NA,NA,Complete Genome,2798,GCA_004209775.1,ASM420977v1,"USA Woods Hole, MA","Woods Hole, MA",coastal seawater,NA,NA,0-15,cold-freezing,2,1,1,1,1,4,1,6,1,9,5,1,2,1,1,1,2,3,0,1,3,2,6,2,1,2,2,1,6,6,1,1,4
Synechococcus_sp_WH_8102,_000195975.1_,GCF_000195975.1,Synechococcus sp. WH 8102,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000195975,TRUE,not type material,NA,99.46,0,59.41260124,2434428,NA,NA,1981,NA,NA,NA,Complete Genome,2719,GCA_000195975.1,ASM19597v1,"Atlantic Ocean, Sargasso Sea from Oceanus cruise 92",Tropical Atlantic Ocean,"marine, aquatic",NA,"22.495, -65.6",NA,temperate,2,1,1,1,1,4,1,6,1,7,5,1,2,1,1,1,1,3,0,1,4,2,6,2,1,2,2,1,6,6,1,1,2
Synechococcus_sp_WH_8103,_001182765.1_,GCF_001182765.1,Synechococcus sp. WH 8103,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000195975,FALSE,not type material,NA,99.73,0.27,59.47368551,2429688,NA,NA,NA,NA,NA,NA,Complete Genome,2676,GCA_001182765.1,WH8103.1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,7,5,1,2,1,1,1,1,3,0,1,4,2,5,2,1,2,2,1,5,5,1,1,2
Synechococcus_sp_WH_8109,_000161795.2_,GCF_000161795.2,Synechococcus sp. WH 8109,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000161795,TRUE,not type material,NA,99.46,0,60.08609932,2111515,NA,NA,1981,NA,NA,NA,Complete Genome,2407,GCA_000161795.2,ASM16179v2,north atlantic ocean,Sargasso Sea,NA,NA,"39.643333, -70.462",NA,temperate,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,1,3,2,6,2,1,3,3,1,6,6,1,1,4
Synechocystis_sp_IPPAS_B-1465,_003015225.1_,GCF_003015225.1,Synechocystis sp. IPPAS B-1465,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp000284455,FALSE,not type material,NA,99.78,0,47.37259722,3950993,NA,NA,NA,NA,NA,NA,Complete Genome,3713,GCA_003015225.1,ASM301522v1,russia,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,8,6,1,2,2,1,1,0,3,0,1,5,2,5,2,1,3,3,1,5,5,1,1,6
Synechocystis_sp_PCC_6714,_000478825.2_,GCF_000478825.2,Synechocystis sp. PCC 6714,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp000478825,TRUE,not type material,NA,99.56,0.44,47.54711894,3738889,NA,NA,NA,NA,NA,NA,Complete Genome,3510,GCA_000478825.2,ASM47882v2,USA,NA,unialgal culture in lake water,NA,NA,NA,NA,2,1,1,1,1,6,1,5,1,6,6,1,2,2,1,1,0,3,0,1,4,2,4,2,1,3,3,1,4,4,1,1,6
Synechocystis_sp_PCC_6803,_001318385.1_,GCF_001318385.1,Synechocystis sp. PCC 6803,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_B;g__Synechocystis;s__Synechocystis sp000284455,FALSE,not type material,full,99.78,0,47.73439172,3569196,1,China: Guangzhou,2015-10-16,derived from ATCC 27184,0,0,Complete Genome,3300,GCA_001318385.1,ASM131838v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,8,6,1,2,2,1,1,0,3,0,1,5,2,5,2,1,3,3,1,5,5,1,1,6
Synechocystis_sp_PCC_6803,_018845095.1_,GCF_018845095.1,Synechocystis sp. PCC 6803,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp000284455,FALSE,not type material,NA,99.78,0,47.37560873,3947544,NA,NA,NA,NA,NA,NA,Complete Genome,3705,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,8,6,1,2,2,1,1,0,3,0,1,5,2,5,2,1,3,3,1,5,5,1,1,6
Synechocystis_sp_PCC_6803,_000340785.1_,GCF_000340785.1,Synechocystis sp. PCC 6803,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp000284455,FALSE,not type material,NA,99.78,0,47.37333597,3949306,NA,NA,NA,NA,NA,NA,Complete Genome,3714,GCA_000340785.1,ASM34078v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,8,6,1,2,2,1,1,0,3,0,1,5,2,5,2,1,3,3,1,5,5,1,1,6
Synechocystis_sp_PCC_6803_substr_PCC-P,_000284455.1_,GCF_000284455.1,Synechocystis sp. PCC 6803 substr. PCC-P,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp000284455,TRUE,not type material,NA,99.78,0,47.73519837,3570114,NA,NA,1968,NA,NA,NA,Complete Genome,3301,GCA_000284455.1,ASM28445v1,"Oakland, California, USA",NA,freshwater lake,NA,"37.77, -122.22",NA,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synechocystis_sp_PCC_7338,_018282115.1_,GCF_018282115.1,Synechocystis sp. PCC 7338,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp018282115,TRUE,not type material,NA,99.56,0.22,47.73642162,3832803,NA,NA,NA,NA,NA,NA,Complete Genome,3601,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,6,1,5,1,10,6,1,2,2,1,1,0,3,0,1,5,2,5,2,1,3,3,1,5,5,1,1,6
Synechocystis_sp_PCC_7509,_000332075.2_,GCF_000332075.2,Synechocystis sp. PCC 7509,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__Aliterella;s__Aliterella sp000332075,TRUE,type strain of heterotypic synonym,full,99.67,0,41.67287199,4908825,8,Switzerland,2014-02-06,rock scraping,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cold-freezing,2,1,1,1,1,5,1,7,1,13,4,1,2,5,3,1,0,4,0,1,7,2,4,2,1,2,2,1,4,4,1,1,4
Thermoleptolyngbya_sp_PKUAC-SCTA183,_013177315.1_,GCF_013177315.1,Thermoleptolyngbya sp. PKUAC-SCTA183,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Oculatellaceae;g__Thermoleptolyngbya;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__O-77;s__O-77 sp013177315,TRUE,not type material,NA,98.94,0.94,56.37669906,5525100,NA,NA,NA,NA,NA,NA,Complete Genome,4652,GCA_013177315.1,ASM1317731v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,6,1,8,1,15,5,1,2,2,1,1,0,4,0,1,5,2,5,2,1,3,3,1,5,5,1,1,5
Thermosynechococcus_elongatus_BP-1,_000011345.1_,GCF_000011345.1,Thermosynechococcus elongatus BP-1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus elongatus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus elongatus_A,TRUE,not type material,NA,99.76,0.12,53.91792994,2593857,NA,NA,NA,NA,NA,NA,Complete Genome,2520,GCA_000011345.1,ASM1134v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,5,1,8,1,5,6,1,2,3,1,1,0,2,0,1,3,2,5,2,1,3,3,1,5,5,1,1,5
Thermosynechococcus_elongatus_PKUAC-SCTE542,_003555505.1_,GCF_003555505.1,Thermosynechococcus elongatus PKUAC-SCTE542,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus elongatus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus elongatus_B,TRUE,not type material,NA,100,0.12,53.27793822,2650294,NA,NA,NA,NA,NA,NA,Complete Genome,2550,GCA_003555505.2,ASM355550v2,China,Ganzi Prefecture of western Sichuan Province,NA,NA,NA,NA,warm-hot,2,1,1,1,0,6,1,6,1,7,6,1,2,3,1,1,0,2,0,1,3,2,4,2,1,3,3,1,4,4,1,1,5
Thermosynechococcus_sp_CL-1,_008386235.1_,GCF_008386235.1,Thermosynechococcus sp. CL-1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Thermosynechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus sp008386235,TRUE,not type material,NA,100,0.12,53.47781933,2647823,NA,NA,NA,NA,NA,NA,Complete Genome,2571,GCA_008386235.1,ASM838623v1,Taiwan,"Chin-Lun hot spring, Taimali, Taitung",hot spring,NA,NA,70-90,warm-hot,2,1,1,1,0,5,1,7,1,6,6,1,2,3,1,1,0,2,0,1,2,2,3,2,1,3,3,1,3,3,1,1,5
Thermosynechococcus_sp_TA-1,_017086385.1_,GCF_017086385.1,Thermosynechococcus sp. TA-1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Thermosynechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus sp008386235,FALSE,not type material,NA,100,0.12,53.58042996,2658717,NA,NA,NA,NA,NA,NA,Complete Genome,2562,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,5,1,7,1,6,6,1,2,3,1,1,0,2,0,1,1,2,4,2,1,3,3,1,4,4,1,1,5
Thermosynechococcus_vulcanus_NIES-2134,_003990665.1_,GCF_003990665.1,Thermosynechococcus vulcanus NIES-2134,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus vulcanus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus elongatus_A,FALSE,not type material,NA,99.76,0.12,53.91952074,2571271,NA,NA,NA,NA,NA,NA,Complete Genome,2499,GCA_003990665.2,ASM399066v2,Japan Wakayama,Yunomine Hot Spring,hot spring,NA,NA,90,warm-hot,2,1,1,1,0,5,1,9,1,5,6,1,2,3,1,1,0,2,0,1,3,2,5,2,1,3,3,1,5,5,1,1,5
Tolypothrix_bouteillei_VB521301,_000760695.4_,GCF_000760695.4,Tolypothrix bouteillei VB521301,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Tolypothrichaceae;g__Tolypothrix;s__Tolypothrix bouteillei,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Scytonema;s__Scytonema bouteillei,TRUE,not type material,full,99.76,1.04,41.72791634,9949079,20,India,2020-04-06,aquatic,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,12,2,10,1,16,6,1,3,3,1,1,0,5,1,1,8,4,13,4,1,2,2,1,11,11,1,1,10
Tolypothrix_sp_PCC_7910,_011769525.1_,GCF_011769525.1,Tolypothrix sp. PCC 7910,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Tolypothrichaceae;g__Tolypothrix;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira;s__Aulosira sp011769525,TRUE,not type material,NA,99.11,0.07,40.58677396,8761534,NA,NA,NA,NA,NA,NA,Complete Genome,7021,GCA_011769525.1,ASM1176952v1,senegal,NA,NA,NA,NA,NA,temperate,2,1,2,1,0,8,1,10,1,14,6,1,2,2,2,1,0,4,0,0,8,3,6,3,1,2,2,1,6,6,1,1,10
Trichodesmium_erythraeum_IMS101,_000014265.1_,GCF_000014265.1,Trichodesmium erythraeum IMS101,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Trichodesmium;s__Trichodesmium erythraeum,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Trichodesmium;s__Trichodesmium erythraeum,TRUE,not type material,NA,99.71,0.44,34.14335645,7750108,NA,NA,NA,NA,NA,NA,Complete Genome,5431,GCA_000014265.1,ASM1426v1,north atlantic subtropical gyre,ocean,tropical/subtropical oceans,NA,NA,NA,NA,2,1,1,1,0,11,1,7,1,14,5,1,2,3,1,1,2,4,0,1,4,2,4,2,1,6,6,1,4,4,1,1,5
Trichormus_sp_NMC-1,_001858025.1_,GCF_001858025.1,Trichormus sp. NMC-1,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Trichormus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaena;s__Anabaena sp001858025,TRUE,not type material,full,99,1.41,39.18528335,5938148,123,China: Namucuo Lake; Namucuo County; Tibet,2016-10-31,saltwater lake,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,8,1,10,1,12,5,1,2,0,1,1,0,4,1,1,6,2,4,2,1,2,3,1,3,6,1,1,9
Trichormus_variabilis_0441,_009856605.1_,GCF_009856605.1,Trichormus variabilis 0441,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Trichormus;s__Trichormus variabilis,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus variabilis,TRUE,not type material,NA,99.33,0,41.40218478,7096012,NA,NA,NA,NA,NA,NA,Complete Genome,5921,GCA_009856605.1,ASM985660v1,Arshan Russia,thermal spring,thermal spring,NA,NA,55,warm-hot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichormus_variabilis_ATCC_29413,_000204075.1_,GCF_000204075.1,Trichormus variabilis ATCC 29413,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Trichormus;s__Trichormus variabilis,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus variabilis,FALSE,not type material,NA,99.33,0,41.40974805,7105752,NA,NA,NA,NA,NA,NA,Complete Genome,5927,GCA_000204075.1,ASM20407v1,USA,wastewater pond,Freshwater; sewage oxidation pond,NA,NA,NA,NA,2,1,2,1,1,9,1,10,1,16,5,1,2,2,3,1,0,4,1,2,6,3,8,3,1,2,2,1,8,8,1,1,12
Xenococcus_sp_PCC_7305,_000332055.1_,GCF_000332055.1,Xenococcus sp. PCC 7305,d__Bacteria;p__Cyanobacteria;c__;o__Pleurocapsales;f__Xenococcaceae;g__Xenococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Xenococcus;s__Xenococcus sp000332055,TRUE,not type material,full,99.78,0.22,39.67824326,5929641,234,USA: La Jolla; CA,2013-01-17,marine aquarium,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,5,1,7,1,10,6,1,2,2,1,1,1,4,1,1,5,2,7,2,1,5,7,1,7,8,1,1,9
NA,_000179235.2_,GCF_000179235.2,Synechococcus sp. CB0101,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Vulcanococcus;s__Vulcanococcus sp000179235,TRUE,not type material,NA,100,0.54,64.05956502,2789647,NA,NA,NA,NA,NA,NA,Complete Genome,3071,GCA_000179235.2,ASM17923v2,"USA, Chesapeake Bay",NA,marine,NA,"37.464527, -76.145368",NA,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000284215.1_,GCF_000284215.1,Synechocystis sp. PCC 6803 substr. PCC-N,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp000284455,FALSE,not type material,NA,99.78,0,47.73531744,3570103,NA,NA,1968,NA,NA,NA,Complete Genome,3301,GCA_000284215.1,ASM28421v1,"Oakland, California, USA",NA,freshwater lake,NA,"37.77, -122.22",NA,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_017346875.1_,GCA_017346875.1,Aphanizomenon flos-aquae KM1D3_PB,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Aphanizomenon;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum sp001277295,FALSE,not type material,NA,99.44,0.22,38.38564319,6071322,NA,NA,NA,NA,NA,NA,Complete Genome,5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000011465.1_,GCF_000011465.1,Prochlorococcus marinus subsp. pastoris str. CCMP1986,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A pastoris,TRUE,not type material,NA,99.46,0.27,30.79916043,1657990,NA,NA,1989,NA,NA,NA,Complete Genome,1921,GCA_000011465.1,ASM1146v1,Mediterranean Sea,Mediterranean Sea,5 m,13.4,"43.2, 6.866667",13.4,cold-freezing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000012465.1_,GCF_000012465.1,Prochlorococcus marinus str. NATL2A,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B marinus_B,TRUE,not type material,NA,99.45,0,35.1230317,1842899,NA,NA,1990,NA,NA,NA,Complete Genome,2117,GCA_000012465.1,ASM1246v1,atlantic ocean,north atlantic ocean,10 m,17.281,"37.066666, -40",17.281,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_001672155.1_,GCA_001672155.1,Anabaena sp. WA113,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Anabaena;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum flosaquae,FALSE,not type material,full,99.89,0.44,37.22055867,4695440,279,USA: Cranberry Lake; WA,2016-06-20,lake water,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_002813895.1_,GCA_002813895.1,Cyanobacterium sp. HL-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,GCA_002813895.1,ASM281389v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_003060805.1_,GCA_003060805.1,Arthrospira sp. TJSD092,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Arthrospira;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Limnospira;s__Limnospira fusiformis,FALSE,not type material,NA,99.93,0.38,44.90093776,6434389,NA,NA,NA,NA,NA,NA,Complete Genome,5828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_002075285.3_,GCF_002075285.3,Halomicronema hongdechloris C2206,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorotrichaceae;g__Halomicronema;s__Halomicronema hongdechloris,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Halomicronema_B;s__Halomicronema_B hongdechloris,TRUE,not type material,NA,98.82,1.18,54.62364049,5577845,NA,NA,NA,NA,NA,NA,Complete Genome,5286,GCA_002075285.3,ASM207528v3,NA,NA,"Stomatolites grown in far red light (720nm) marine biome, bay, stomatolite mat, marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000270265.1_,GCF_000270265.1,Synechocystis sp. PCC 6803,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Synechocystis;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Synechocystis;s__Synechocystis sp000284455,FALSE,not type material,NA,99.78,0,47.7303791,3571103,NA,NA,NA,NA,NA,NA,Complete Genome,3299,GCA_000270265.1,ASM27026v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000013225.1_,GCF_000013225.1,Synechococcus sp. JA-2-3B'a(2-13),d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-7336;f__JA-3-3Ab;g__JA-3-3Ab;s__JA-3-3Ab sp000013225,TRUE,not type material,NA,100,0,58.45037877,3046682,NA,NA,NA,NA,NA,NA,Complete Genome,2844,GCA_000013225.1,ASM1322v1,"USA, Wyoming",Octopus Spring Yellowstone National Park,Top 2mm of microbial mat samples from Octopus Spring Yellowstone National Park,NA,NA,51-61,warm-hot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,_000828085.3_,GCF_000828085.3,Scytonema tolypothrichoides VB-61278,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Scytonemataceae;g__Scytonema;s__Scytonema tolypothrichoides,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Brasilonema;s__Brasilonema tolypothrichoides,TRUE,not type material,full,100,1.41,43.06702638,7893269,159,India,2019-10-25,environmental,128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
